event,kind,t,agent,partner,partner_diet,memory_buffer_diet_source_t
23203,conv,335497,409,30.0,meat,"[[""veg"", 30, 313933], [""veg"", 79, 317381], [""veg"", 1076, 317698], [""veg"", 30, 324592], [""meat"", 769, 328032], [""veg"", 79, 328453], [""meat"", 55, 328677], [""veg"", 86, 333045], [""meat"", 30, 335497]]"
23204,rev,335509,1078,,,
23205,rev,335510,1309,,,
23206,rev,335513,656,,,
23207,conv,335525,675,873.0,veg,"[[""veg"", 180, 309756], [""veg"", 682, 311226], [""meat"", 873, 320707], [""veg"", 682, 321258], [""meat"", 9, 324393], [""meat"", 873, 325859], [""veg"", 1150, 326874], [""veg"", 931, 333237], [""veg"", 873, 335525]]"
23208,conv,335543,619,113.0,meat,"[[""veg"", 341, 313661], [""meat"", 858, 318896], [""veg"", 57, 318944], [""veg"", 728, 319560], [""meat"", 40, 323712], [""veg"", 113, 327889], [""veg"", 113, 329802], [""veg"", 1118, 332112], [""meat"", 113, 335543]]"
23209,rev,335545,949,,,
23210,conv,335552,1531,305.0,veg,"[[""veg"", 305, 315499], [""veg"", 305, 316974], [""veg"", 305, 319761], [""veg"", 305, 323766], [""veg"", 284, 324218], [""veg"", 305, 324366], [""veg"", 294, 325932], [""veg"", 294, 331042], [""veg"", 305, 335552]]"
23211,rev,335559,345,,,
23212,rev,335560,1609,,,
23213,conv,335567,1850,723.0,meat,"[[""veg"", 644, 304361], [""veg"", 644, 309179], [""veg"", 135, 313725], [""veg"", 135, 318755], [""veg"", 135, 318830], [""veg"", 471, 327073], [""veg"", 135, 329150], [""meat"", 723, 331917], [""meat"", 723, 335567]]"
23214,conv,335576,129,933.0,veg,"[[""veg"", 16, 297847], [""veg"", 1334, 302015], [""veg"", 933, 305886], [""veg"", 1, 312301], [""veg"", 146, 326049], [""meat"", 1398, 328477], [""veg"", 83, 331390], [""veg"", 93, 332313], [""veg"", 933, 335576]]"
23215,conv,335580,1189,1103.0,veg,"[[""veg"", 1579, 309416], [""veg"", 1579, 311785], [""meat"", 7, 313133], [""veg"", 1800, 318797], [""meat"", 1800, 324646], [""veg"", 7, 326254], [""veg"", 14, 328649], [""veg"", 1800, 334964], [""veg"", 1103, 335580]]"
23216,rev,335587,767,,,
23217,conv,335591,777,93.0,veg,"[[""veg"", 1056, 314451], [""veg"", 1510, 317362], [""veg"", 726, 318794], [""veg"", 93, 323148], [""veg"", 1056, 323379], [""veg"", 229, 325192], [""veg"", 1355, 328378], [""meat"", 1600, 331119], [""veg"", 93, 335591]]"
23218,conv,335595,1270,569.0,veg,"[[""veg"", 13, 316076], [""veg"", 569, 324082], [""veg"", 569, 324651], [""veg"", 13, 329286], [""meat"", 441, 329302], [""veg"", 18, 331305], [""veg"", 22, 333709], [""veg"", 18, 335109], [""veg"", 569, 335595]]"
23219,rev,335596,1778,,,
23220,conv,335601,1134,109.0,veg,"[[""veg"", 1753, 284461], [""veg"", 109, 296757], [""veg"", 710, 311768], [""veg"", 710, 313884], [""veg"", 710, 320861], [""meat"", 1668, 323679], [""veg"", 710, 325061], [""veg"", 732, 328171], [""veg"", 109, 335601]]"
23221,rev,335602,1264,,,
23222,conv,335604,175,1021.0,veg,"[[""veg"", 995, 304316], [""veg"", 1978, 308099], [""veg"", 623, 308183], [""veg"", 995, 312046], [""veg"", 1021, 320495], [""veg"", 166, 325691], [""veg"", 623, 329020], [""veg"", 166, 329194], [""veg"", 1021, 335604]]"
23223,conv,335606,1405,223.0,veg,"[[""veg"", 223, 312202], [""meat"", 1387, 313182], [""meat"", 863, 313379], [""meat"", 863, 314111], [""meat"", 1387, 315874], [""meat"", 1387, 318277], [""meat"", 1387, 326126], [""veg"", 223, 330141], [""veg"", 223, 335606]]"
23224,conv,335612,877,835.0,meat,"[[""veg"", 56, 312037], [""veg"", 19, 313036], [""veg"", 270, 318976], [""veg"", 1635, 319199], [""veg"", 835, 319794], [""meat"", 835, 326699], [""veg"", 1635, 327745], [""veg"", 56, 328401], [""meat"", 835, 335612]]"
23225,rev,335617,569,,,
23226,rev,335618,911,,,
23227,rev,335628,564,,,
23228,conv,335656,878,210.0,veg,"[[""veg"", 269, 295863], [""veg"", 614, 296444], [""veg"", 210, 302706], [""veg"", 614, 307033], [""veg"", 614, 313284], [""veg"", 269, 326652], [""veg"", 269, 326885], [""veg"", 210, 334782], [""veg"", 210, 335656]]"
23229,conv,335663,1099,1192.0,veg,"[[""meat"", 49, 300249], [""veg"", 922, 305060], [""veg"", 1211, 327390], [""veg"", 49, 327535], [""veg"", 49, 327566], [""veg"", 248, 329298], [""veg"", 1973, 330346], [""veg"", 922, 335640], [""veg"", 1192, 335663]]"
23230,rev,335667,1537,,,
23231,rev,335669,1307,,,
23232,conv,335682,1910,9.0,veg,"[[""veg"", 185, 292227], [""veg"", 493, 311484], [""veg"", 185, 313108], [""veg"", 493, 314663], [""veg"", 9, 327244], [""veg"", 185, 329351], [""veg"", 5, 331989], [""veg"", 493, 333404], [""veg"", 9, 335682]]"
23233,conv,335683,1686,5.0,veg,"[[""veg"", 1640, 301297], [""veg"", 0, 309606], [""veg"", 5, 312332], [""veg"", 45, 314147], [""veg"", 5, 328982], [""veg"", 45, 329556], [""meat"", 987, 330993], [""veg"", 5, 334611], [""veg"", 5, 335683]]"
23234,rev,335685,1592,,,
23235,conv,335688,1166,166.0,veg,"[[""veg"", 1015, 277121], [""veg"", 1015, 277428], [""meat"", 1015, 295545], [""veg"", 1015, 304834], [""veg"", 166, 311826], [""veg"", 166, 319806], [""veg"", 166, 324116], [""veg"", 1015, 335299], [""veg"", 166, 335688]]"
23236,rev,335689,1903,,,
23237,rev,335701,1598,,,
23238,rev,335704,1432,,,
23239,conv,335708,30,1041.0,veg,"[[""veg"", 574, 311233], [""veg"", 655, 312511], [""meat"", 158, 312728], [""veg"", 967, 318020], [""veg"", 352, 319588], [""veg"", 1386, 321052], [""veg"", 588, 324144], [""veg"", 1084, 335275], [""veg"", 1041, 335708]]"
23240,conv,335711,1110,16.0,veg,"[[""veg"", 34, 313119], [""veg"", 34, 315266], [""veg"", 16, 315445], [""veg"", 1833, 317596], [""veg"", 34, 317706], [""veg"", 1833, 319759], [""veg"", 34, 322449], [""veg"", 16, 331811], [""veg"", 16, 335711]]"
23241,rev,335716,1782,,,
23242,rev,335717,722,,,
23243,conv,335719,706,1010.0,veg,"[[""veg"", 214, 287391], [""veg"", 214, 305929], [""veg"", 1010, 311996], [""veg"", 1010, 318362], [""veg"", 1978, 330521], [""veg"", 76, 331239], [""veg"", 214, 331939], [""veg"", 209, 333622], [""veg"", 1010, 335719]]"
23244,conv,335721,446,20.0,veg,"[[""veg"", 858, 268856], [""veg"", 858, 270224], [""veg"", 395, 271889], [""veg"", 858, 280954], [""meat"", 992, 295383], [""veg"", 395, 297407], [""veg"", 858, 302359], [""meat"", 992, 330166], [""veg"", 20, 335721]]"
23245,conv,335726,1979,1042.0,meat,"[[""veg"", 1824, 302943], [""veg"", 1824, 304962], [""meat"", 839, 306778], [""veg"", 1824, 312272], [""veg"", 57, 322688], [""veg"", 1824, 327423], [""veg"", 1824, 330018], [""veg"", 10, 333241], [""meat"", 1042, 335726]]"
23246,conv,335732,29,231.0,meat,"[[""veg"", 749, 324638], [""meat"", 629, 325107], [""veg"", 297, 326579], [""veg"", 13, 326890], [""veg"", 16, 327062], [""veg"", 508, 327881], [""veg"", 559, 330715], [""veg"", 1334, 331247], [""meat"", 231, 335732]]"
23247,rev,335737,1422,,,
23248,conv,335740,1007,1319.0,veg,"[[""veg"", 1319, 301871], [""veg"", 263, 308682], [""veg"", 1422, 308695], [""veg"", 263, 309419], [""veg"", 1319, 310373], [""meat"", 263, 312400], [""veg"", 1422, 320320], [""veg"", 263, 325696], [""veg"", 1319, 335740]]"
23249,conv,335747,898,85.0,veg,"[[""meat"", 29, 318882], [""veg"", 0, 320435], [""meat"", 29, 325459], [""meat"", 85, 328201], [""veg"", 23, 329017], [""meat"", 85, 329047], [""meat"", 29, 329320], [""meat"", 29, 333737], [""veg"", 85, 335747]]"
23250,conv,335757,1422,458.0,meat,"[[""veg"", 194, 322835], [""veg"", 108, 326260], [""veg"", 108, 328391], [""meat"", 692, 329870], [""meat"", 692, 331282], [""veg"", 567, 333097], [""meat"", 1007, 335303], [""veg"", 692, 335737], [""meat"", 458, 335757]]"
23251,rev,335760,1944,,,
23252,rev,335764,1023,,,
23253,conv,335769,767,717.0,meat,"[[""veg"", 473, 307035], [""veg"", 473, 310215], [""veg"", 717, 315070], [""veg"", 717, 315300], [""veg"", 473, 324796], [""veg"", 969, 329583], [""meat"", 95, 333921], [""meat"", 95, 335587], [""meat"", 717, 335769]]"
23254,rev,335770,1806,,,
23255,conv,335771,1001,1059.0,veg,"[[""veg"", 689, 296385], [""meat"", 1069, 307951], [""veg"", 1832, 310030], [""veg"", 507, 312602], [""veg"", 507, 313192], [""veg"", 285, 317928], [""veg"", 1832, 324495], [""veg"", 5, 332645], [""veg"", 1059, 335771]]"
23256,rev,335772,282,,,
23257,rev,335774,131,,,
23258,rev,335796,1265,,,
23259,rev,335806,546,,,
23260,conv,335807,1055,1313.0,veg,"[[""veg"", 1313, 298531], [""veg"", 2, 301665], [""veg"", 2, 308209], [""veg"", 1025, 312823], [""veg"", 1313, 322056], [""meat"", 3, 324949], [""veg"", 121, 325031], [""veg"", 3, 326587], [""veg"", 1313, 335807]]"
23261,rev,335809,962,,,
23262,rev,335811,475,,,
23263,rev,335833,834,,,
23264,conv,335839,1188,1181.0,veg,"[[""veg"", 654, 305702], [""veg"", 1392, 308930], [""veg"", 131, 311384], [""veg"", 1132, 315504], [""veg"", 1392, 321378], [""veg"", 131, 321795], [""veg"", 190, 323410], [""veg"", 131, 323415], [""veg"", 1181, 335839]]"
23265,conv,335844,572,852.0,veg,"[[""veg"", 90, 304609], [""veg"", 1606, 304766], [""veg"", 17, 306838], [""veg"", 1286, 306849], [""veg"", 1606, 316562], [""veg"", 90, 316877], [""veg"", 17, 318989], [""meat"", 1606, 331145], [""veg"", 852, 335844]]"
23266,conv,335853,791,819.0,veg,"[[""meat"", 45, 318717], [""veg"", 80, 325181], [""veg"", 194, 326374], [""veg"", 819, 326807], [""veg"", 80, 328091], [""veg"", 505, 328523], [""veg"", 304, 332221], [""veg"", 118, 332986], [""veg"", 819, 335853]]"
23267,rev,335885,1068,,,
23268,conv,335889,1733,264.0,veg,"[[""meat"", 1012, 311462], [""meat"", 1012, 316831], [""veg"", 299, 318782], [""veg"", 299, 319511], [""veg"", 299, 320485], [""veg"", 264, 327277], [""veg"", 264, 327973], [""veg"", 264, 333130], [""veg"", 264, 335889]]"
23269,rev,335893,1850,,,
23270,conv,335894,1357,24.0,meat,"[[""veg"", 24, 315533], [""veg"", 24, 315938], [""veg"", 1170, 322168], [""veg"", 1170, 325349], [""veg"", 348, 326839], [""veg"", 348, 329596], [""veg"", 1170, 331652], [""veg"", 348, 334230], [""meat"", 24, 335894]]"
23271,conv,335899,1239,34.0,veg,"[[""veg"", 463, 305803], [""meat"", 57, 307713], [""veg"", 34, 308173], [""veg"", 486, 319293], [""meat"", 486, 322036], [""veg"", 57, 322047], [""veg"", 34, 325676], [""veg"", 34, 328099], [""veg"", 34, 335899]]"
23272,rev,335901,785,,,
23273,conv,335902,1132,1206.0,meat,"[[""veg"", 1736, 314406], [""veg"", 190, 316990], [""meat"", 1188, 317038], [""veg"", 190, 321085], [""veg"", 234, 323455], [""meat"", 1206, 324900], [""veg"", 333, 325301], [""veg"", 333, 330992], [""meat"", 1206, 335902]]"
23274,rev,335909,500,,,
23275,rev,335910,440,,,
23276,conv,335924,1609,105.0,veg,"[[""veg"", 1, 319443], [""veg"", 1878, 327422], [""veg"", 1878, 327551], [""veg"", 105, 329619], [""veg"", 1878, 330442], [""veg"", 105, 332195], [""veg"", 1878, 334362], [""veg"", 854, 335560], [""veg"", 105, 335924]]"
23277,rev,335931,83,,,
23278,conv,335933,23,2.0,veg,"[[""veg"", 855, 310481], [""veg"", 642, 317728], [""veg"", 436, 319568], [""veg"", 545, 321911], [""veg"", 291, 326704], [""meat"", 1645, 331027], [""veg"", 101, 332013], [""meat"", 898, 335304], [""veg"", 2, 335933]]"
23279,conv,335937,1584,183.0,veg,"[[""veg"", 135, 304964], [""veg"", 1304, 305355], [""veg"", 1304, 308114], [""veg"", 183, 308245], [""veg"", 761, 310932], [""veg"", 1304, 314528], [""veg"", 1304, 328539], [""veg"", 183, 329862], [""veg"", 183, 335937]]"
23280,rev,335939,790,,,
23281,conv,335941,1520,1123.0,veg,"[[""veg"", 509, 319198], [""meat"", 1001, 320394], [""meat"", 1069, 320667], [""veg"", 1123, 322964], [""veg"", 1001, 325671], [""veg"", 64, 325920], [""meat"", 1069, 327705], [""veg"", 64, 330308], [""veg"", 1123, 335941]]"
23282,conv,335944,674,1946.0,veg,"[[""veg"", 1026, 279447], [""veg"", 59, 292540], [""veg"", 1026, 311156], [""veg"", 1946, 311605], [""veg"", 1946, 324274], [""veg"", 574, 326505], [""veg"", 59, 332116], [""veg"", 1026, 334580], [""veg"", 1946, 335944]]"
23283,conv,335948,130,1425.0,meat,"[[""veg"", 10, 315047], [""meat"", 330, 315709], [""veg"", 10, 316950], [""veg"", 5, 321621], [""veg"", 1745, 321908], [""veg"", 56, 324473], [""veg"", 1745, 327749], [""veg"", 746, 328040], [""meat"", 1425, 335948]]"
23284,rev,335958,718,,,
23285,conv,335959,398,253.0,veg,"[[""veg"", 642, 299027], [""veg"", 642, 299397], [""veg"", 136, 317765], [""veg"", 642, 320407], [""veg"", 35, 323956], [""veg"", 135, 324487], [""veg"", 135, 324835], [""meat"", 35, 333150], [""veg"", 253, 335959]]"
23286,rev,335962,52,,,
23287,rev,335964,1041,,,
23288,conv,335972,1484,301.0,veg,"[[""veg"", 301, 319848], [""veg"", 301, 320302], [""meat"", 204, 321812], [""meat"", 204, 321831], [""veg"", 366, 324599], [""veg"", 366, 328714], [""veg"", 366, 328723], [""veg"", 301, 334566], [""veg"", 301, 335972]]"
23289,rev,335983,726,,,
23290,conv,335986,1377,579.0,veg,"[[""veg"", 256, 314651], [""veg"", 579, 323702], [""veg"", 256, 323715], [""veg"", 256, 325231], [""veg"", 290, 326033], [""veg"", 1593, 330022], [""veg"", 290, 330959], [""veg"", 596, 334495], [""veg"", 579, 335986]]"
23291,rev,335992,1828,,,
23292,conv,335995,586,397.0,meat,"[[""meat"", 397, 296523], [""veg"", 139, 297449], [""veg"", 1016, 299601], [""veg"", 139, 300350], [""meat"", 1016, 309631], [""veg"", 139, 312588], [""veg"", 8, 314792], [""veg"", 139, 318071], [""meat"", 397, 335995]]"
23293,conv,335999,1782,17.0,veg,"[[""veg"", 96, 321786], [""veg"", 114, 323687], [""meat"", 85, 328011], [""veg"", 114, 332477], [""meat"", 85, 332716], [""veg"", 114, 332912], [""veg"", 114, 333211], [""meat"", 8, 335716], [""veg"", 17, 335999]]"
23294,rev,336000,349,,,
23295,conv,336002,1586,1167.0,veg,"[[""veg"", 171, 310177], [""meat"", 1080, 313409], [""veg"", 171, 315479], [""veg"", 1167, 317848], [""veg"", 171, 324053], [""veg"", 544, 325391], [""veg"", 171, 325877], [""veg"", 1080, 327883], [""veg"", 1167, 336002]]"
23296,conv,336004,1692,1635.0,veg,"[[""meat"", 19, 299602], [""veg"", 1494, 303416], [""veg"", 1494, 305415], [""meat"", 19, 307066], [""veg"", 1494, 307406], [""veg"", 36, 319308], [""veg"", 1714, 326340], [""veg"", 1714, 328906], [""veg"", 1635, 336004]]"
23297,conv,336007,1606,90.0,veg,"[[""veg"", 510, 308722], [""veg"", 510, 310016], [""meat"", 3, 316992], [""meat"", 572, 318441], [""veg"", 1045, 323141], [""meat"", 3, 323239], [""veg"", 1045, 323820], [""veg"", 510, 328518], [""veg"", 90, 336007]]"
23298,rev,336014,1842,,,
23299,rev,336017,1253,,,
23300,rev,336024,381,,,
23301,rev,336026,144,,,
23302,conv,336032,447,3.0,meat,"[[""meat"", 3, 317475], [""veg"", 20, 318749], [""meat"", 3, 320117], [""veg"", 1636, 322327], [""veg"", 20, 328492], [""meat"", 3, 330502], [""veg"", 1636, 330847], [""veg"", 1636, 331887], [""meat"", 3, 336032]]"
23303,conv,336042,1898,341.0,meat,"[[""veg"", 912, 300823], [""veg"", 57, 301183], [""meat"", 341, 302882], [""veg"", 912, 307163], [""veg"", 912, 319451], [""veg"", 57, 323815], [""veg"", 912, 327499], [""meat"", 341, 335116], [""meat"", 341, 336042]]"
23304,conv,336051,1544,57.0,veg,"[[""veg"", 353, 299767], [""meat"", 57, 305354], [""meat"", 50, 308339], [""veg"", 353, 318953], [""veg"", 121, 322924], [""veg"", 121, 332782], [""veg"", 121, 333694], [""veg"", 353, 335142], [""veg"", 57, 336051]]"
23305,rev,336052,1736,,,
23306,conv,336053,52,0.0,veg,"[[""veg"", 493, 310242], [""veg"", 589, 312328], [""veg"", 415, 319457], [""meat"", 24, 323345], [""veg"", 558, 324359], [""meat"", 24, 325334], [""veg"", 536, 327959], [""veg"", 1368, 335962], [""veg"", 0, 336053]]"
23307,conv,336056,458,1422.0,veg,"[[""veg"", 450, 300167], [""veg"", 93, 302330], [""meat"", 29, 305990], [""veg"", 1182, 311175], [""veg"", 1182, 317253], [""veg"", 1422, 321536], [""veg"", 1110, 330969], [""veg"", 1422, 331068], [""veg"", 1422, 336056]]"
23308,conv,336057,717,395.0,veg,"[[""meat"", 395, 306749], [""veg"", 12, 307287], [""veg"", 1994, 316485], [""meat"", 324, 319182], [""veg"", 395, 321875], [""veg"", 395, 325889], [""meat"", 1749, 328665], [""meat"", 218, 330670], [""veg"", 395, 336057]]"
23309,conv,336061,239,1804.0,veg,"[[""veg"", 1804, 308282], [""veg"", 1804, 308851], [""veg"", 1052, 309390], [""veg"", 1052, 312019], [""veg"", 1804, 330063], [""veg"", 68, 330215], [""veg"", 309, 330986], [""veg"", 1804, 332006], [""veg"", 1804, 336061]]"
23310,conv,336062,1679,108.0,veg,"[[""veg"", 108, 314852], [""veg"", 415, 317583], [""veg"", 108, 318811], [""veg"", 52, 322660], [""veg"", 108, 323388], [""meat"", 52, 327762], [""veg"", 52, 329524], [""veg"", 108, 331179], [""veg"", 108, 336062]]"
23311,rev,336065,1679,,,
23312,rev,336086,848,,,
23313,rev,336087,386,,,
23314,rev,336091,957,,,
23315,conv,336109,464,44.0,veg,"[[""veg"", 1783, 314791], [""meat"", 897, 316905], [""veg"", 1535, 316908], [""veg"", 1783, 317245], [""veg"", 1535, 321431], [""veg"", 1535, 330103], [""veg"", 1535, 330564], [""veg"", 655, 330595], [""veg"", 44, 336109]]"
23316,rev,336120,527,,,
23317,conv,336124,1234,507.0,meat,"[[""veg"", 507, 316696], [""veg"", 49, 317204], [""meat"", 593, 317443], [""veg"", 49, 318015], [""veg"", 49, 322071], [""veg"", 49, 330096], [""veg"", 364, 330659], [""meat"", 507, 331285], [""meat"", 507, 336124]]"
23318,conv,336125,231,210.0,veg,"[[""meat"", 1235, 304966], [""meat"", 1235, 314328], [""veg"", 76, 317900], [""veg"", 98, 318919], [""veg"", 76, 324528], [""veg"", 1908, 326960], [""meat"", 29, 334007], [""meat"", 98, 334883], [""veg"", 210, 336125]]"
23319,conv,336133,344,1290.0,meat,"[[""veg"", 34, 312124], [""veg"", 160, 312383], [""veg"", 160, 319639], [""veg"", 34, 322314], [""meat"", 1290, 322813], [""veg"", 1726, 323062], [""veg"", 1726, 324354], [""veg"", 34, 331871], [""meat"", 1290, 336133]]"
23320,rev,336139,582,,,
23321,conv,336140,720,1333.0,meat,"[[""meat"", 784, 316629], [""meat"", 1897, 317372], [""meat"", 1897, 318679], [""veg"", 407, 328050], [""veg"", 401, 331701], [""meat"", 8, 332575], [""meat"", 1333, 334939], [""veg"", 784, 335048], [""meat"", 1333, 336140]]"
23322,conv,336153,1305,449.0,veg,"[[""meat"", 147, 293422], [""veg"", 449, 298850], [""veg"", 902, 305806], [""veg"", 449, 309266], [""veg"", 902, 311392], [""veg"", 902, 316618], [""veg"", 1365, 317722], [""veg"", 1365, 321997], [""veg"", 449, 336153]]"
23323,conv,336156,543,189.0,veg,"[[""veg"", 189, 286780], [""meat"", 186, 295613], [""veg"", 1, 300878], [""veg"", 1, 309552], [""veg"", 67, 312659], [""veg"", 189, 314519], [""meat"", 186, 314694], [""veg"", 67, 320265], [""veg"", 189, 336156]]"
23324,conv,336159,1778,99.0,veg,"[[""veg"", 99, 309338], [""veg"", 1374, 309461], [""veg"", 1374, 309806], [""meat"", 258, 315845], [""veg"", 99, 321736], [""meat"", 258, 327376], [""veg"", 40, 334615], [""veg"", 883, 335596], [""veg"", 99, 336159]]"
23325,rev,336167,66,,,
23326,conv,336183,1251,725.0,veg,"[[""veg"", 725, 316320], [""veg"", 357, 320611], [""veg"", 357, 320774], [""veg"", 59, 321508], [""veg"", 881, 324358], [""veg"", 59, 325761], [""veg"", 357, 332679], [""veg"", 357, 335357], [""veg"", 725, 336183]]"
23327,conv,336188,1040,785.0,meat,"[[""veg"", 785, 280683], [""veg"", 875, 284198], [""veg"", 875, 285850], [""veg"", 875, 292932], [""veg"", 875, 294529], [""veg"", 785, 297218], [""veg"", 4, 305441], [""veg"", 785, 307497], [""meat"", 785, 336188]]"
23328,rev,336193,572,,,
23329,rev,336199,1931,,,
23330,rev,336205,1672,,,
23331,rev,336211,692,,,
23332,conv,336217,510,1606.0,veg,"[[""veg"", 1550, 274016], [""veg"", 90, 275069], [""veg"", 90, 290914], [""veg"", 1550, 310503], [""veg"", 1606, 311227], [""meat"", 8, 326482], [""meat"", 6, 327470], [""meat"", 1606, 335117], [""veg"", 1606, 336217]]"
23333,conv,336218,98,76.0,veg,"[[""veg"", 713, 318455], [""veg"", 2, 319668], [""veg"", 1477, 320386], [""veg"", 1480, 323924], [""veg"", 76, 325022], [""veg"", 76, 328525], [""veg"", 231, 330646], [""veg"", 1855, 333502], [""veg"", 76, 336218]]"
23334,rev,336219,647,,,
23335,rev,336223,293,,,
23336,conv,336224,1080,544.0,veg,"[[""veg"", 544, 316022], [""veg"", 396, 317075], [""veg"", 544, 324407], [""veg"", 4, 330499], [""veg"", 544, 331003], [""meat"", 1657, 332012], [""meat"", 1586, 333951], [""veg"", 1899, 334598], [""veg"", 544, 336224]]"
23337,rev,336231,465,,,
23338,rev,336237,1526,,,
23339,conv,336240,1681,1883.0,veg,"[[""veg"", 1883, 311027], [""veg"", 76, 312617], [""meat"", 1883, 313817], [""veg"", 76, 319681], [""veg"", 76, 325039], [""veg"", 659, 326332], [""veg"", 1883, 332136], [""veg"", 160, 333901], [""veg"", 1883, 336240]]"
23340,rev,336261,992,,,
23341,rev,336269,1090,,,
23342,conv,336278,1684,1214.0,veg,"[[""veg"", 596, 291165], [""veg"", 190, 301574], [""veg"", 75, 314604], [""veg"", 190, 315381], [""veg"", 75, 318359], [""veg"", 1214, 328340], [""veg"", 190, 329645], [""veg"", 596, 334502], [""veg"", 1214, 336278]]"
23343,rev,336280,52,,,
23344,conv,336290,1342,1204.0,veg,"[[""meat"", 1299, 310264], [""veg"", 102, 311203], [""meat"", 1299, 317650], [""meat"", 1299, 319934], [""meat"", 1624, 325917], [""meat"", 1299, 329157], [""meat"", 1624, 330489], [""veg"", 1578, 336097], [""veg"", 1204, 336290]]"
